countryregion,countrycode,date,s1_school,s2_work,s3_massgathering,s4_publictransport,s5_lockdown
Albania,ALB,09-Mar-20,1,0,1,0,0
Albania,ALB,10-Mar-20,1,0,1,0,0
Albania,ALB,11-Mar-20,1,1,1,0,0
Albania,ALB,12-Mar-20,1,1,1,0,0
Albania,ALB,13-Mar-20,1,1,1,1,1
Albania,ALB,14-Mar-20,1,1,1,1,1
Albania,ALB,15-Mar-20,1,1,1,1,1
Albania,ALB,16-Mar-20,1,1,1,1,1
Albania,ALB,17-Mar-20,1,1,1,1,1
Albania,ALB,18-Mar-20,1,1,1,1,1
Albania,ALB,19-Mar-20,1,1,1,1,1
Albania,ALB,20-Mar-20,1,1,1,1,1
Albania,ALB,21-Mar-20,1,1,1,1,1
Albania,ALB,22-Mar-20,1,1,1,1,1
Albania,ALB,23-Mar-20,1,1,1,1,1
Albania,ALB,24-Mar-20,1,1,1,1,1
Albania,ALB,25-Mar-20,1,1,1,1,1
Albania,ALB,26-Mar-20,1,1,1,1,1
Albania,ALB,27-Mar-20,1,1,1,1,1
Albania,ALB,28-Mar-20,1,1,1,1,1
Albania,ALB,29-Mar-20,1,1,1,1,1
Albania,ALB,30-Mar-20,1,1,1,1,1
Albania,ALB,31-Mar-20,1,1,1,1,1
Albania,ALB,01-Apr-20,1,1,1,1,1
Albania,ALB,02-Apr-20,1,1,1,1,1
Albania,ALB,03-Apr-20,1,1,1,1,1
Albania,ALB,04-Apr-20,1,1,1,1,1
Albania,ALB,05-Apr-20,1,1,1,1,1
Albania,ALB,06-Apr-20,1,1,1,1,1
Albania,ALB,07-Apr-20,1,1,1,1,1
Albania,ALB,08-Apr-20,1,1,1,1,1
Albania,ALB,09-Apr-20,1,1,1,1,1
Albania,ALB,10-Apr-20,1,1,1,1,1
Albania,ALB,11-Apr-20,1,1,1,1,1
Albania,ALB,12-Apr-20,1,1,1,1,1
Albania,ALB,13-Apr-20,1,1,1,1,1
Albania,ALB,14-Apr-20,1,1,1,1,1
Albania,ALB,15-Apr-20,1,1,1,1,1
Albania,ALB,16-Apr-20,1,1,1,1,1
Albania,ALB,17-Apr-20,1,1,1,1,1
Albania,ALB,18-Apr-20,1,1,1,1,1
Albania,ALB,19-Apr-20,1,1,1,1,1
Albania,ALB,20-Apr-20,1,1,1,1,1
Albania,ALB,21-Apr-20,1,1,1,1,1
Albania,ALB,22-Apr-20,1,1,1,1,1
Albania,ALB,23-Apr-20,1,1,1,1,1
Albania,ALB,24-Apr-20,1,1,1,1,1
Albania,ALB,25-Apr-20,1,1,1,1,1
Albania,ALB,26-Apr-20,1,1,1,1,1
Albania,ALB,27-Apr-20,1,1,1,1,1
Albania,ALB,28-Apr-20,1,1,1,1,1
Albania,ALB,29-Apr-20,1,1,1,1,1
Albania,ALB,30-Apr-20,1,1,1,1,1
Albania,ALB,01-May-20,1,1,1,1,1
Albania,ALB,02-May-20,1,1,1,1,1
Albania,ALB,03-May-20,1,1,1,1,1
Albania,ALB,04-May-20,1,1,1,1,1
Albania,ALB,05-May-20,1,1,1,1,1
Albania,ALB,06-May-20,1,1,1,1,1
Albania,ALB,07-May-20,1,1,1,1,1
Albania,ALB,08-May-20,1,1,1,1,1
Albania,ALB,09-May-20,1,1,1,1,1
Albania,ALB,10-May-20,1,1,1,1,1
Albania,ALB,11-May-20,1,1,1,1,1
Albania,ALB,12-May-20,1,1,1,1,1
Albania,ALB,13-May-20,1,1,1,1,1
Albania,ALB,14-May-20,1,1,1,1,1
Albania,ALB,15-May-20,1,1,1,1,1
Albania,ALB,16-May-20,1,1,1,1,1
Albania,ALB,17-May-20,1,1,1,1,1
Albania,ALB,18-May-20,1,1,1,1,1
Albania,ALB,19-May-20,1,1,1,1,1
Albania,ALB,20-May-20,1,1,1,1,1
Albania,ALB,21-May-20,1,1,1,1,1
Albania,ALB,22-May-20,1,1,1,1,1
Albania,ALB,23-May-20,1,1,1,1,1
Albania,ALB,24-May-20,1,1,1,1,1
Albania,ALB,25-May-20,1,1,1,1,1
Albania,ALB,26-May-20,1,1,1,1,1
Albania,ALB,27-May-20,1,1,1,1,1
Albania,ALB,28-May-20,1,1,1,1,1
Albania,ALB,29-May-20,1,1,1,1,1
Albania,ALB,30-May-20,1,1,1,1,1
Algeria,DZA,26-Feb-20,0,0,0,0,0
Algeria,DZA,27-Feb-20,0,0,0,0,0
Algeria,DZA,28-Feb-20,0,0,0,0,0
Algeria,DZA,29-Feb-20,0,0,0,0,0
Algeria,DZA,01-Mar-20,0,0,0,0,0
Algeria,DZA,02-Mar-20,0,0,0,0,0
Algeria,DZA,04-Mar-20,0,0,0,0,0
Algeria,DZA,05-Mar-20,0,0,0,0,0
Algeria,DZA,06-Mar-20,0,0,0,0,0
Algeria,DZA,09-Mar-20,0,0,0,0,0
Algeria,DZA,12-Mar-20,1,0,1,0,0
Algeria,DZA,13-Mar-20,1,0,1,0,0
Algeria,DZA,14-Mar-20,1,0,1,0,0
Algeria,DZA,15-Mar-20,1,0,1,0,0
Algeria,DZA,16-Mar-20,1,0,1,0,0
Algeria,DZA,17-Mar-20,1,0,1,0,0
Algeria,DZA,18-Mar-20,1,0,1,0,0
Algeria,DZA,19-Mar-20,1,0,1,0,0
Algeria,DZA,20-Mar-20,1,0,1,0,0
Algeria,DZA,21-Mar-20,1,0,1,0,0
Algeria,DZA,22-Mar-20,1,0,1,0,0
Algeria,DZA,23-Mar-20,1,1,1,1,1
Algeria,DZA,24-Mar-20,1,1,1,1,1
Algeria,DZA,25-Mar-20,1,1,1,1,1
Algeria,DZA,26-Mar-20,1,1,1,1,1
Algeria,DZA,27-Mar-20,1,1,1,1,1
Algeria,DZA,28-Mar-20,1,1,1,1,1
Algeria,DZA,29-Mar-20,1,1,1,1,1
Algeria,DZA,30-Mar-20,1,1,1,1,1
Algeria,DZA,31-Mar-20,1,1,1,1,1
Algeria,DZA,01-Apr-20,1,1,1,1,1
Algeria,DZA,02-Apr-20,1,1,1,1,1
Algeria,DZA,03-Apr-20,1,1,1,1,1
Algeria,DZA,04-Apr-20,1,1,1,1,1
Algeria,DZA,05-Apr-20,1,1,1,1,1
Algeria,DZA,06-Apr-20,1,1,1,1,1
Algeria,DZA,07-Apr-20,1,1,1,1,1
Algeria,DZA,08-Apr-20,1,1,1,1,1
Algeria,DZA,09-Apr-20,1,1,1,1,1
Algeria,DZA,10-Apr-20,1,1,1,1,1
Algeria,DZA,11-Apr-20,1,1,1,1,1
Algeria,DZA,12-Apr-20,1,1,1,1,1
Algeria,DZA,13-Apr-20,1,1,1,1,1
Algeria,DZA,14-Apr-20,1,1,1,1,1
Algeria,DZA,15-Apr-20,1,1,1,1,1
Algeria,DZA,16-Apr-20,1,1,1,1,1
Algeria,DZA,17-Apr-20,1,1,1,1,1
Algeria,DZA,18-Apr-20,1,1,1,1,1
Algeria,DZA,19-Apr-20,1,1,1,1,1
Algeria,DZA,20-Apr-20,1,1,1,1,1
Algeria,DZA,21-Apr-20,1,1,1,1,1
Algeria,DZA,22-Apr-20,1,1,1,1,1
Algeria,DZA,23-Apr-20,1,1,1,1,1
Algeria,DZA,24-Apr-20,1,1,1,1,1
Algeria,DZA,25-Apr-20,1,1,1,1,1
Algeria,DZA,26-Apr-20,1,1,1,1,1
Algeria,DZA,27-Apr-20,1,1,1,1,1
Algeria,DZA,28-Apr-20,1,1,1,1,1
Algeria,DZA,29-Apr-20,1,1,1,1,1
Algeria,DZA,30-Apr-20,1,1,1,1,1
Algeria,DZA,01-May-20,1,1,1,1,1
Algeria,DZA,02-May-20,1,1,1,1,1
Algeria,DZA,03-May-20,1,1,1,1,1
Algeria,DZA,04-May-20,1,1,1,1,1
Algeria,DZA,05-May-20,1,1,1,1,1
Algeria,DZA,06-May-20,1,1,1,1,1
Algeria,DZA,07-May-20,1,1,1,1,1
Algeria,DZA,08-May-20,1,1,1,1,1
Algeria,DZA,09-May-20,1,1,1,1,1
Algeria,DZA,10-May-20,1,1,1,1,1
Algeria,DZA,11-May-20,1,1,1,1,1
Algeria,DZA,12-May-20,1,1,1,1,1
Algeria,DZA,13-May-20,1,1,1,1,1
Algeria,DZA,14-May-20,1,1,1,1,1
Algeria,DZA,15-May-20,1,1,1,1,1
Algeria,DZA,16-May-20,1,1,1,1,1
Algeria,DZA,17-May-20,1,1,1,1,1
Algeria,DZA,18-May-20,1,1,1,1,1
Algeria,DZA,19-May-20,1,1,1,1,1
Algeria,DZA,20-May-20,1,1,1,1,1
Algeria,DZA,21-May-20,1,1,1,1,1
Algeria,DZA,22-May-20,1,1,1,1,1
Algeria,DZA,23-May-20,1,1,1,1,1
Algeria,DZA,24-May-20,1,1,1,1,1
Algeria,DZA,25-May-20,1,1,1,1,1
Algeria,DZA,26-May-20,1,1,1,1,1
Algeria,DZA,27-May-20,1,1,1,1,1
Algeria,DZA,28-May-20,1,1,1,1,1
Algeria,DZA,29-May-20,1,1,1,1,1
Algeria,DZA,30-May-20,1,1,1,1,1
Andorra,AND,03-Mar-20,0,0,0,0,0
Andorra,AND,14-Mar-20,0,1,1,0,1
Andorra,AND,16-Mar-20,1,1,1,0,1
Andorra,AND,17-Mar-20,1,1,1,0,1
Andorra,AND,18-Mar-20,1,1,1,0,1
Andorra,AND,19-Mar-20,1,1,1,0,1
Andorra,AND,20-Mar-20,1,1,1,0,1
Andorra,AND,21-Mar-20,1,1,1,0,1
Andorra,AND,22-Mar-20,1,1,1,0,1
Andorra,AND,23-Mar-20,1,1,1,0,1
Andorra,AND,24-Mar-20,1,1,1,0,1
Andorra,AND,25-Mar-20,1,1,1,1,1
Andorra,AND,26-Mar-20,1,1,1,1,1
Andorra,AND,27-Mar-20,1,1,1,1,1
Andorra,AND,28-Mar-20,1,1,1,1,1
Andorra,AND,29-Mar-20,1,1,1,1,1
Andorra,AND,30-Mar-20,1,1,1,1,1
Andorra,AND,31-Mar-20,1,1,1,1,1
Andorra,AND,01-Apr-20,1,1,1,1,1
Andorra,AND,02-Apr-20,1,1,1,1,1
Andorra,AND,03-Apr-20,1,1,1,1,1
Andorra,AND,04-Apr-20,1,1,1,1,1
Andorra,AND,05-Apr-20,1,1,1,1,1
Andorra,AND,06-Apr-20,1,1,1,1,1
Andorra,AND,07-Apr-20,1,1,1,1,1
Andorra,AND,08-Apr-20,1,1,1,1,1
Andorra,AND,09-Apr-20,1,1,1,1,1
Andorra,AND,10-Apr-20,1,1,1,1,1
Andorra,AND,11-Apr-20,1,1,1,1,1
Andorra,AND,12-Apr-20,1,1,1,1,1
Andorra,AND,13-Apr-20,1,1,1,1,1
Andorra,AND,14-Apr-20,1,1,1,1,1
Andorra,AND,15-Apr-20,1,1,1,1,1
Andorra,AND,16-Apr-20,1,1,1,1,1
Andorra,AND,17-Apr-20,1,1,1,1,1
Andorra,AND,18-Apr-20,1,1,1,1,1
Andorra,AND,19-Apr-20,1,1,1,1,1
Andorra,AND,20-Apr-20,1,1,1,1,1
Andorra,AND,21-Apr-20,1,1,1,1,1
Andorra,AND,22-Apr-20,1,1,1,1,1
Andorra,AND,23-Apr-20,1,1,1,1,1
Andorra,AND,24-Apr-20,1,1,1,1,1
Andorra,AND,25-Apr-20,1,1,1,1,1
Andorra,AND,26-Apr-20,1,1,1,1,1
Andorra,AND,27-Apr-20,1,1,1,1,1
Andorra,AND,28-Apr-20,1,1,1,1,1
Andorra,AND,29-Apr-20,1,1,1,1,1
Andorra,AND,30-Apr-20,1,1,1,1,1
Andorra,AND,01-May-20,1,1,1,1,1
Andorra,AND,02-May-20,1,1,1,1,1
Andorra,AND,03-May-20,1,1,1,1,1
Andorra,AND,04-May-20,1,1,1,1,1
Andorra,AND,05-May-20,1,1,1,1,1
Andorra,AND,06-May-20,1,1,1,1,1
Andorra,AND,07-May-20,1,1,1,1,1
Andorra,AND,08-May-20,1,1,1,1,1
Andorra,AND,09-May-20,1,1,1,1,1
Andorra,AND,10-May-20,1,1,1,1,1
Andorra,AND,11-May-20,1,1,1,1,1
Andorra,AND,12-May-20,1,1,1,1,1
Andorra,AND,13-May-20,1,1,1,1,1
Andorra,AND,14-May-20,1,1,1,1,1
Andorra,AND,15-May-20,1,1,1,1,1
Andorra,AND,16-May-20,1,1,1,1,1
Andorra,AND,17-May-20,1,1,1,1,1
Andorra,AND,18-May-20,1,1,1,1,1
Andorra,AND,19-May-20,1,1,1,1,1
Andorra,AND,20-May-20,1,1,1,1,1
Andorra,AND,21-May-20,1,1,1,1,1
Andorra,AND,22-May-20,1,1,1,1,1
Andorra,AND,23-May-20,1,1,1,1,1
Andorra,AND,24-May-20,1,1,1,1,1
Andorra,AND,25-May-20,1,1,1,1,1
Andorra,AND,26-May-20,1,1,1,1,1
Andorra,AND,27-May-20,1,1,1,1,1
Andorra,AND,28-May-20,1,1,1,1,1
Andorra,AND,29-May-20,1,1,1,1,1
Andorra,AND,30-May-20,1,1,1,1,1
Angola,AGO,22-Mar-20,0,0,0,0,0
Angola,AGO,23-Mar-20,0,0,0,0,0
Angola,AGO,24-Mar-20,1,0,1,0,0
Angola,AGO,25-Mar-20,1,0,1,0,0
Angola,AGO,26-Mar-20,1,0,1,0,0
Angola,AGO,27-Mar-20,1,1,1,1,1
Angola,AGO,28-Mar-20,1,1,1,1,1
Angola,AGO,29-Mar-20,1,1,1,1,1
Angola,AGO,30-Mar-20,1,1,1,1,1
Angola,AGO,31-Mar-20,1,1,1,1,1
Angola,AGO,01-Apr-20,1,1,1,1,1
Angola,AGO,02-Apr-20,1,1,1,1,1
Angola,AGO,03-Apr-20,1,1,1,1,1
Angola,AGO,04-Apr-20,1,1,1,1,1
Angola,AGO,05-Apr-20,1,1,1,1,1
Angola,AGO,06-Apr-20,1,1,1,1,1
Angola,AGO,07-Apr-20,1,1,1,1,1
Angola,AGO,08-Apr-20,1,1,1,1,1
Angola,AGO,09-Apr-20,1,1,1,1,1
Angola,AGO,10-Apr-20,1,1,1,1,1
Angola,AGO,11-Apr-20,1,1,1,1,1
Angola,AGO,12-Apr-20,1,1,1,1,1
Angola,AGO,13-Apr-20,1,1,1,1,1
Angola,AGO,14-Apr-20,1,1,1,1,1
Angola,AGO,15-Apr-20,1,1,1,1,1
Angola,AGO,16-Apr-20,1,1,1,1,1
Angola,AGO,17-Apr-20,1,1,1,1,1
Angola,AGO,18-Apr-20,1,1,1,1,1
Angola,AGO,19-Apr-20,1,1,1,1,1
Angola,AGO,20-Apr-20,1,1,1,1,1
Angola,AGO,21-Apr-20,1,1,1,1,1
Angola,AGO,22-Apr-20,1,1,1,1,1
Angola,AGO,23-Apr-20,1,1,1,1,1
Angola,AGO,24-Apr-20,1,1,1,1,1
Angola,AGO,25-Apr-20,1,1,1,1,1
Angola,AGO,26-Apr-20,1,1,1,1,1
Angola,AGO,27-Apr-20,1,1,1,1,1
Angola,AGO,28-Apr-20,1,1,1,1,1
Angola,AGO,29-Apr-20,1,1,1,1,1
Angola,AGO,30-Apr-20,1,1,1,1,1
Angola,AGO,01-May-20,1,1,1,1,1
Angola,AGO,02-May-20,1,1,1,1,1
Angola,AGO,03-May-20,1,1,1,1,1
Angola,AGO,04-May-20,1,1,1,1,1
Angola,AGO,05-May-20,1,1,1,1,1
Angola,AGO,06-May-20,1,1,1,1,1
Angola,AGO,07-May-20,1,1,1,1,1
Angola,AGO,08-May-20,1,1,1,1,1
Angola,AGO,09-May-20,1,1,1,1,1
Angola,AGO,10-May-20,1,1,1,1,1
Angola,AGO,11-May-20,1,1,1,1,1
Angola,AGO,12-May-20,1,1,1,1,1
Angola,AGO,13-May-20,1,1,1,1,1
Angola,AGO,14-May-20,1,1,1,1,1
Angola,AGO,15-May-20,1,1,1,1,1
Angola,AGO,16-May-20,1,1,1,1,1
Angola,AGO,17-May-20,1,1,1,1,1
Angola,AGO,18-May-20,1,1,1,1,1
Angola,AGO,19-May-20,1,1,1,1,1
Angola,AGO,20-May-20,1,1,1,1,1
Angola,AGO,21-May-20,1,1,1,1,1
Angola,AGO,22-May-20,1,1,1,1,1
Angola,AGO,23-May-20,1,1,1,1,1
Angola,AGO,24-May-20,1,1,1,1,1
Angola,AGO,25-May-20,1,1,1,1,1
Angola,AGO,26-May-20,1,1,1,1,1
Angola,AGO,27-May-20,1,1,1,1,1
Angola,AGO,28-May-20,1,1,1,1,1
Angola,AGO,29-May-20,1,1,1,1,1
Angola,AGO,30-May-20,1,1,1,1,1
Argentina,ARG,04-Mar-20,0,0,0,0,0
Argentina,ARG,06-Mar-20,0,0,0,0,0
Argentina,ARG,07-Mar-20,0,0,0,0,0
Argentina,ARG,08-Mar-20,0,0,0,0,0
Argentina,ARG,09-Mar-20,0,0,0,0,0
Argentina,ARG,11-Mar-20,0,0,1,0,0
Argentina,ARG,13-Mar-20,0,0,1,0,0
Argentina,ARG,14-Mar-20,0,0,1,0,0
Argentina,ARG,15-Mar-20,0,0,1,0,0
Argentina,ARG,16-Mar-20,1,0,1,0,0
Argentina,ARG,17-Mar-20,1,0,1,0,0
Argentina,ARG,18-Mar-20,1,0,1,0,0
Argentina,ARG,19-Mar-20,1,1,1,0,1
Argentina,ARG,20-Mar-20,1,1,1,0,1
Argentina,ARG,21-Mar-20,1,1,1,0,1
Argentina,ARG,22-Mar-20,1,1,1,0,1
Argentina,ARG,23-Mar-20,1,1,1,1,1
Argentina,ARG,24-Mar-20,1,1,1,1,1
Argentina,ARG,25-Mar-20,1,1,1,1,1
Argentina,ARG,26-Mar-20,1,1,1,1,1
Argentina,ARG,27-Mar-20,1,1,1,1,1
Argentina,ARG,28-Mar-20,1,1,1,1,1
Argentina,ARG,29-Mar-20,1,1,1,1,1
Argentina,ARG,30-Mar-20,1,1,1,1,1
Argentina,ARG,31-Mar-20,1,1,1,1,1
Argentina,ARG,01-Apr-20,1,1,1,1,1
Argentina,ARG,02-Apr-20,1,1,1,1,1
Argentina,ARG,03-Apr-20,1,1,1,1,1
Argentina,ARG,04-Apr-20,1,1,1,1,1
Argentina,ARG,05-Apr-20,1,1,1,1,1
Argentina,ARG,06-Apr-20,1,1,1,1,1
Argentina,ARG,07-Apr-20,1,1,1,1,1
Argentina,ARG,08-Apr-20,1,1,1,1,1
Argentina,ARG,09-Apr-20,1,1,1,1,1
Argentina,ARG,10-Apr-20,1,1,1,1,1
Argentina,ARG,11-Apr-20,1,1,1,1,1
Argentina,ARG,12-Apr-20,1,1,1,1,1
Argentina,ARG,13-Apr-20,1,1,1,1,1
Argentina,ARG,14-Apr-20,1,1,1,1,1
Argentina,ARG,15-Apr-20,1,1,1,1,1
Argentina,ARG,16-Apr-20,1,1,1,1,1
Argentina,ARG,17-Apr-20,1,1,1,1,1
Argentina,ARG,18-Apr-20,1,1,1,1,1
Argentina,ARG,19-Apr-20,1,1,1,1,1
Argentina,ARG,20-Apr-20,1,1,1,1,1
Argentina,ARG,21-Apr-20,1,1,1,1,1
Argentina,ARG,22-Apr-20,1,1,1,1,1
Argentina,ARG,23-Apr-20,1,1,1,1,1
Argentina,ARG,24-Apr-20,1,1,1,1,1
Argentina,ARG,25-Apr-20,1,1,1,1,1
Argentina,ARG,26-Apr-20,1,1,1,1,1
Argentina,ARG,27-Apr-20,1,1,1,1,1
Argentina,ARG,28-Apr-20,1,1,1,1,1
Argentina,ARG,29-Apr-20,1,1,1,1,1
Argentina,ARG,30-Apr-20,1,1,1,1,1
Argentina,ARG,01-May-20,1,1,1,1,1
Argentina,ARG,02-May-20,1,1,1,1,1
Argentina,ARG,03-May-20,1,1,1,1,1
Argentina,ARG,04-May-20,1,1,1,1,1
Argentina,ARG,05-May-20,1,1,1,1,1
Argentina,ARG,06-May-20,1,1,1,1,1
Argentina,ARG,07-May-20,1,1,1,1,1
Argentina,ARG,08-May-20,1,1,1,1,1
Argentina,ARG,09-May-20,1,1,1,1,1
Argentina,ARG,10-May-20,1,1,1,1,1
Argentina,ARG,11-May-20,1,1,1,1,1
Argentina,ARG,12-May-20,1,1,1,1,1
Argentina,ARG,13-May-20,1,1,1,1,1
Argentina,ARG,14-May-20,1,1,1,1,1
Argentina,ARG,15-May-20,1,1,1,1,1
Argentina,ARG,16-May-20,1,1,1,1,1
Argentina,ARG,17-May-20,1,1,1,1,1
Argentina,ARG,18-May-20,1,1,1,1,1
Argentina,ARG,19-May-20,1,1,1,1,1
Argentina,ARG,20-May-20,1,1,1,1,1
Argentina,ARG,21-May-20,1,1,1,1,1
Argentina,ARG,22-May-20,1,1,1,1,1
Argentina,ARG,23-May-20,1,1,1,1,1
Argentina,ARG,24-May-20,1,1,1,1,1
Argentina,ARG,25-May-20,1,1,1,1,1
Argentina,ARG,26-May-20,1,1,1,1,1
Argentina,ARG,27-May-20,1,1,1,1,1
Argentina,ARG,28-May-20,1,1,1,1,1
Argentina,ARG,29-May-20,1,1,1,1,1
Argentina,ARG,30-May-20,1,1,1,1,1
Aruba,ABW,13-Mar-20,0,0,0,0,0
Aruba,ABW,20-Mar-20,1,0,0,0,0
Aruba,ABW,24-Mar-20,1,1,0,0,1
Aruba,ABW,25-Mar-20,1,1,0,0,1
Aruba,ABW,26-Mar-20,1,1,0,0,1
Aruba,ABW,27-Mar-20,1,1,0,0,1
Aruba,ABW,28-Mar-20,1,1,0,0,1
Aruba,ABW,29-Mar-20,1,1,1,0,1
Aruba,ABW,30-Mar-20,1,1,1,0,1
Aruba,ABW,01-Apr-20,1,1,1,0,1
Aruba,ABW,02-Apr-20,1,1,1,0,1
Aruba,ABW,03-Apr-20,1,1,1,0,1
Aruba,ABW,04-Apr-20,1,1,1,0,1
Aruba,ABW,05-Apr-20,1,1,1,0,1
Aruba,ABW,06-Apr-20,1,1,1,0,1
Aruba,ABW,07-Apr-20,1,1,1,0,1
Aruba,ABW,08-Apr-20,1,1,1,0,1
Aruba,ABW,09-Apr-20,1,1,1,0,1
Aruba,ABW,10-Apr-20,1,1,1,0,1
Aruba,ABW,11-Apr-20,1,1,1,0,1
Aruba,ABW,12-Apr-20,1,1,1,0,1
Aruba,ABW,13-Apr-20,1,1,1,0,1
Aruba,ABW,14-Apr-20,1,1,1,0,1
Aruba,ABW,15-Apr-20,1,1,1,0,1
Aruba,ABW,16-Apr-20,1,1,1,0,1
Aruba,ABW,17-Apr-20,1,1,1,0,1
Aruba,ABW,18-Apr-20,1,1,1,0,1
Aruba,ABW,19-Apr-20,1,1,1,0,1
Aruba,ABW,20-Apr-20,1,1,1,0,1
Aruba,ABW,21-Apr-20,1,1,1,0,1
Aruba,ABW,22-Apr-20,1,1,1,0,1
Aruba,ABW,23-Apr-20,1,1,1,0,1
Aruba,ABW,24-Apr-20,1,1,1,0,1
Aruba,ABW,25-Apr-20,1,1,1,0,1
Aruba,ABW,26-Apr-20,1,1,1,0,1
Aruba,ABW,27-Apr-20,1,1,1,0,1
Aruba,ABW,28-Apr-20,1,1,1,0,1
Aruba,ABW,29-Apr-20,1,1,1,0,1
Aruba,ABW,30-Apr-20,1,1,1,0,1
Aruba,ABW,01-May-20,1,1,1,0,1
Aruba,ABW,02-May-20,1,1,1,0,1
Aruba,ABW,03-May-20,1,1,1,0,1
Aruba,ABW,04-May-20,1,1,1,0,1
Aruba,ABW,05-May-20,1,1,1,0,1
Aruba,ABW,06-May-20,1,1,1,0,1
Aruba,ABW,07-May-20,1,1,1,0,1
Aruba,ABW,08-May-20,1,1,1,0,1
Aruba,ABW,09-May-20,1,1,1,0,1
Aruba,ABW,10-May-20,1,1,1,0,1
Aruba,ABW,11-May-20,1,1,1,0,1
Aruba,ABW,12-May-20,1,1,1,0,1
Aruba,ABW,13-May-20,1,1,1,0,1
Aruba,ABW,14-May-20,1,1,1,0,1
Aruba,ABW,15-May-20,1,1,1,0,1
Aruba,ABW,16-May-20,1,1,1,0,1
Aruba,ABW,17-May-20,1,1,1,0,1
Aruba,ABW,18-May-20,0,1,0,0,1
Aruba,ABW,19-May-20,0,1,0,0,1
Aruba,ABW,20-May-20,0,1,0,0,1
Aruba,ABW,21-May-20,0,1,0,0,1
Aruba,ABW,22-May-20,0,1,0,0,1
Aruba,ABW,23-May-20,0,1,0,0,1
Aruba,ABW,24-May-20,0,1,0,0,1
Aruba,ABW,25-May-20,0,1,0,0,1
Aruba,ABW,26-May-20,0,1,0,0,1
Aruba,ABW,27-May-20,0,1,0,0,1
Aruba,ABW,28-May-20,0,1,0,0,1
Aruba,ABW,29-May-20,0,1,0,0,1
Aruba,ABW,30-May-20,0,1,0,0,1
Australia,AUS,25-Jan-20,0,0,0,0,0
Australia,AUS,26-Jan-20,0,0,0,0,0
Australia,AUS,27-Jan-20,0,0,0,0,0
Australia,AUS,28-Jan-20,0,0,0,0,0
Australia,AUS,29-Jan-20,0,0,0,0,0
Australia,AUS,30-Jan-20,0,0,0,0,0
Australia,AUS,31-Jan-20,0,0,0,0,0
Australia,AUS,01-Feb-20,0,0,0,0,0
Australia,AUS,02-Feb-20,0,0,0,0,0
Australia,AUS,03-Feb-20,0,0,0,0,0
Australia,AUS,04-Feb-20,0,0,0,0,0
Australia,AUS,05-Feb-20,0,0,0,0,0
Australia,AUS,06-Feb-20,0,0,0,0,0
Australia,AUS,07-Feb-20,0,0,0,0,0
Australia,AUS,08-Feb-20,0,0,0,0,0
Australia,AUS,09-Feb-20,0,0,0,0,0
Australia,AUS,10-Feb-20,0,0,0,0,0
Australia,AUS,11-Feb-20,0,0,0,0,0
Australia,AUS,12-Feb-20,0,0,0,0,0
Australia,AUS,13-Feb-20,0,0,0,0,0
Australia,AUS,14-Feb-20,0,0,0,0,0
Australia,AUS,15-Feb-20,0,0,0,0,0
Australia,AUS,16-Feb-20,0,0,0,0,0
Australia,AUS,17-Feb-20,0,0,0,0,0
Australia,AUS,18-Feb-20,0,0,0,0,0
Australia,AUS,19-Feb-20,0,0,0,0,0
Australia,AUS,20-Feb-20,0,0,0,0,0
Australia,AUS,21-Feb-20,0,0,0,0,0
Australia,AUS,22-Feb-20,0,0,0,0,0
Australia,AUS,23-Feb-20,0,0,0,0,0
Australia,AUS,24-Feb-20,0,0,0,0,0
Australia,AUS,25-Feb-20,0,0,0,0,0
Australia,AUS,26-Feb-20,0,0,0,0,0
Australia,AUS,27-Feb-20,0,0,0,0,0
Australia,AUS,28-Feb-20,0,0,0,0,0
Australia,AUS,29-Feb-20,0,0,0,0,0
Australia,AUS,01-Mar-20,0,0,0,0,0
Australia,AUS,02-Mar-20,0,0,0,0,0
Australia,AUS,03-Mar-20,0,0,0,0,0
Australia,AUS,04-Mar-20,0,0,0,0,0
Australia,AUS,05-Mar-20,0,0,0,0,0
Australia,AUS,06-Mar-20,0,0,0,0,0
Australia,AUS,07-Mar-20,0,0,0,0,0
Australia,AUS,08-Mar-20,0,0,0,0,0
Australia,AUS,09-Mar-20,0,0,0,0,0
Australia,AUS,10-Mar-20,0,0,0,0,0
Australia,AUS,11-Mar-20,0,0,0,0,0
Australia,AUS,12-Mar-20,0,0,0,0,0
Australia,AUS,13-Mar-20,0,0,0,0,0
Australia,AUS,14-Mar-20,0,0,0,0,0
Australia,AUS,15-Mar-20,0,0,0,0,0
Australia,AUS,16-Mar-20,0,0,1,0,0
Australia,AUS,17-Mar-20,0,0,1,0,0
Australia,AUS,18-Mar-20,0,0,1,0,0
Australia,AUS,19-Mar-20,0,0,1,0,1
Australia,AUS,20-Mar-20,0,0,1,0,1
Australia,AUS,21-Mar-20,0,0,1,0,1
Australia,AUS,22-Mar-20,0,0,1,0,1
Australia,AUS,23-Mar-20,0,1,1,0,1
Australia,AUS,24-Mar-20,1,1,1,0,1
Australia,AUS,25-Mar-20,1,1,1,0,1
Australia,AUS,26-Mar-20,1,1,1,0,1
Australia,AUS,27-Mar-20,1,1,1,0,1
Australia,AUS,28-Mar-20,1,1,1,0,1
Australia,AUS,29-Mar-20,1,1,1,0,1
Australia,AUS,30-Mar-20,1,1,1,0,1
